"","model","em","iteration","model_converged....file.exists.file.path.dir_iter...covar.sso...","model_runtime....runtime"
"1","Empirical_Wtatage_Age_Selex","recdev_1","iteration_1",TRUE,2.13170506556829
"2","Empirical_Wtatage_Age_Selex","recdev_1","iteration_2",TRUE,2.11980531613032
"3","Empirical_Wtatage_Age_Selex","recdev_2","iteration_1",TRUE,2.11227883497874
"4","Empirical_Wtatage_Age_Selex","recdev_2","iteration_2",TRUE,2.11229109764099
"5","Empirical_Wtatage_Age_Selex","recdev_3","iteration_1",TRUE,2.09450453122457
"6","Empirical_Wtatage_Age_Selex","recdev_3","iteration_2",TRUE,2.11749776601791
