"Value.SSB","StdDev.SSB","Value.Recr","StdDev.Recr","Value.SPRratio","StdDev.SPRratio","Value.F","StdDev.F","Value.Bratio","StdDev.Bratio","Value.ForeCatch","StdDev.ForeCatch","Value.OFLCatch","StdDev.OFLCatch","Value.lnSPB","StdDev.lnSPB","Value.SURVEY1","StdDev.SURVEY1","year","model_run","scenarios"
7060.93,1846.32,3462.87,2390.12,0.268625,0.141155,0.0309976,0.0212465,0.433119,0.146954,482.78,452.963,1724.88,446.067,NA,NA,NA,NA,"2002","iteration_4","em_recdev_3"
8016.04,1956.73,3724.38,2518.27,0.329231,0.10023,0.0408478,0.0174652,0.491706,0.159167,703.478,468.48,1912.27,466.312,NA,NA,NA,NA,"2003","iteration_4","em_recdev_3"
8876.38,2050.49,3937.45,2622.43,0.367613,0.0775738,0.047906,0.0149427,0.544479,0.170092,893.752,481.971,2075.36,483.262,NA,NA,NA,NA,"2004","iteration_4","em_recdev_3"
9603.76,2123.24,4103.09,2703.81,0.392518,0.0642322,0.0528868,0.0132578,0.589097,0.1794,1052.55,494.474,2216.86,498.887,NA,NA,NA,NA,"2005","iteration_4","em_recdev_3"
10216.2,2187.59,4233.38,2769.37,0.409706,0.0560274,0.0565303,0.0121577,0.626662,0.188095,1187.5,508.09,2342.25,515.263,NA,NA,NA,NA,"2006","iteration_4","em_recdev_3"
10750.9,2264.34,4340.89,2825.95,0.42255,0.0511016,0.0593724,0.011529,0.659463,0.197605,1307.04,524.253,2456.69,533.174,NA,NA,NA,NA,"2007","iteration_4","em_recdev_3"
11237.6,2369.58,4434.06,2877.56,0.432826,0.0484928,0.061724,0.0112974,0.689319,0.208794,1417.18,542.773,2564.07,552.277,NA,NA,NA,NA,"2008","iteration_4","em_recdev_3"
11696.1,2508.45,4518.04,2925.98,0.441477,0.047507,0.0637604,0.0113771,0.717444,0.221732,1521.68,562.555,2666.97,571.835,NA,NA,NA,NA,"2009","iteration_4","em_recdev_3"
12138.7,2676.1,4595.82,2971.73,0.449021,0.0475925,0.0655799,0.011678,0.74459,0.235959,1622.68,582.488,2766.74,591.138,NA,NA,NA,NA,"2010","iteration_4","em_recdev_3"
12571.2,2862.59,4668.9,3014.79,0.455733,0.0483363,0.0672345,0.0121209,0.771122,0.25083,1721.07,601.737,2863.85,609.615,NA,NA,NA,NA,"2011","iteration_4","em_recdev_3"
51685.1,1645.44,3178.87,1056.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8529,0.0318359,NA,NA,"1971","iteration_5","em_recdev_3"
51684.4,1645.39,3564.47,1320.33,0.0225971,0.00065763,0.00207061,9.8138e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","iteration_5","em_recdev_3"
51593.2,1644.61,4304.6,1620.03,0.105352,0.00282032,0.0104217,0.000494354,4.34748,1.84272,NA,NA,NA,NA,NA,NA,NA,NA,"1973","iteration_5","em_recdev_3"
51134.1,1640.06,5828.23,2247.26,0.104246,0.00278807,0.0103013,0.000487917,4.3088,1.82644,NA,NA,NA,NA,NA,NA,NA,NA,"1974","iteration_5","em_recdev_3"
50599.2,1626.36,9955.31,3187.5,0.195162,0.00468434,0.021144,0.000996394,4.26372,1.80755,NA,NA,NA,NA,NA,NA,NA,NA,"1975","iteration_5","em_recdev_3"
49469.9,1595.27,16453.5,3067.06,0.276674,0.00596944,0.032835,0.0015382,4.16856,1.7677,NA,NA,NA,NA,NA,NA,NA,NA,"1976","iteration_5","em_recdev_3"
47732.5,1545.31,4161.23,1908.13,0.351766,0.00682929,0.0458077,0.00213752,4.02216,1.70642,NA,NA,NA,NA,NA,NA,11.8158,0.128915,"1977","iteration_5","em_recdev_3"
45495.2,1480.97,6681.76,1958.49,0.416365,0.00733297,0.0592213,0.00276777,3.83364,1.62757,NA,NA,NA,NA,NA,NA,NA,NA,"1978","iteration_5","em_recdev_3"
43033.9,1408.69,5608.96,2095.88,0.480885,0.00761647,0.075417,0.00355767,3.62624,1.5411,NA,NA,NA,NA,NA,NA,NA,NA,"1979","iteration_5","em_recdev_3"
40579.5,1333.89,6736.75,2152.84,0.577837,0.00764207,0.107453,0.00516157,3.41942,1.45541,NA,NA,NA,NA,NA,NA,11.7181,0.126675,"1980","iteration_5","em_recdev_3"
37817.9,1258.79,7134.61,2014.04,0.654452,0.00741048,0.143182,0.007061,3.18672,1.35943,NA,NA,NA,NA,NA,NA,NA,NA,"1981","iteration_5","em_recdev_3"
34685.1,1186.88,3927.58,1479.97,0.676172,0.00754275,0.155857,0.00791272,2.92273,1.25073,NA,NA,NA,NA,NA,NA,NA,NA,"1982","iteration_5","em_recdev_3"
31743.3,1124.14,3934.06,1455.15,0.7015,0.00769974,0.172568,0.00903632,2.67484,1.14904,NA,NA,NA,NA,NA,NA,11.4842,0.122712,"1983","iteration_5","em_recdev_3"
28813.6,1071.01,6615.36,1900.47,0.727965,0.00793075,0.192775,0.0104905,2.42797,1.04785,NA,NA,NA,NA,NA,NA,NA,NA,"1984","iteration_5","em_recdev_3"
25868.7,1028.34,7390.79,2252.03,0.754219,0.00828064,0.216352,0.0123829,2.17982,0.946199,NA,NA,NA,NA,NA,NA,NA,NA,"1985","iteration_5","em_recdev_3"
22923.3,997.1,10657.6,2266.87,0.777127,0.00884572,0.240641,0.014715,1.93162,0.844662,NA,NA,NA,NA,10.0399,0.0434972,11.164,0.115744,"1986","iteration_5","em_recdev_3"
20040.7,978.285,3895.37,1631.81,0.808838,0.00937093,0.282049,0.0188907,1.68872,0.745518,NA,NA,NA,NA,NA,NA,NA,NA,"1987","iteration_5","em_recdev_3"
17118.8,973.413,9248.03,1853.19,0.812144,0.0110312,0.287025,0.0215794,1.44251,0.645358,NA,NA,NA,NA,NA,NA,NA,NA,"1988","iteration_5","em_recdev_3"
14816.2,990.629,3331.9,1304.48,0.808021,0.0133371,0.280841,0.0239789,1.24848,0.567983,NA,NA,NA,NA,NA,NA,10.8841,0.104471,"1989","iteration_5","em_recdev_3"
13235.7,1038.05,4290.76,1264.87,0.800976,0.016158,0.270767,0.0263086,1.1153,0.517609,NA,NA,NA,NA,NA,NA,NA,NA,"1990","iteration_5","em_recdev_3"
12270.3,1120.91,4356.44,1471.74,0.781252,0.019998,0.24546,0.0269583,1.03396,0.490802,NA,NA,NA,NA,NA,NA,NA,NA,"1991","iteration_5","em_recdev_3"
11827.6,1238.86,6127.9,1852.93,0.692582,0.0270079,0.166421,0.0201358,0.99665,0.48429,NA,NA,NA,NA,NA,NA,10.7648,0.101969,"1992","iteration_5","em_recdev_3"
12109.6,1387.16,6709.12,1938.45,0.68617,0.0300179,0.162183,0.0212413,1.02042,0.504802,NA,NA,NA,NA,NA,NA,NA,NA,"1993","iteration_5","em_recdev_3"
12349.8,1553.11,5575.13,1656.48,0.688417,0.0330768,0.163651,0.0233226,1.04065,0.524958,NA,NA,NA,NA,NA,NA,NA,NA,"1994","iteration_5","em_recdev_3"
12442.4,1730.13,5529.7,1584.59,0.682717,0.0369398,0.15996,0.0249368,1.04845,0.540775,NA,NA,NA,NA,NA,NA,10.7673,0.11484,"1995","iteration_5","em_recdev_3"
12467.4,1920.68,4932.67,1738.25,0.682897,0.0409563,0.160075,0.0273861,1.05056,0.555283,NA,NA,NA,NA,NA,NA,NA,NA,"1996","iteration_5","em_recdev_3"
12474.7,2133.43,6537.09,2262.7,0.604796,0.0481122,0.118687,0.0220384,1.05117,0.570847,NA,NA,NA,NA,NA,NA,NA,NA,"1997","iteration_5","em_recdev_3"
12873.8,2376.08,4902.02,1896.95,0.591959,0.0521542,0.113181,0.0225072,1.0848,0.602076,NA,NA,NA,NA,NA,NA,10.8218,0.142359,"1998","iteration_5","em_recdev_3"
13341.8,2647.92,1988.16,868.588,0.585216,0.0561666,0.110405,0.0234659,1.12424,0.637832,NA,NA,NA,NA,NA,NA,NA,NA,"1999","iteration_5","em_recdev_3"
13821.3,2943.97,5930.82,2351.17,0.57211,0.0604088,0.105222,0.0238518,1.16465,0.675836,NA,NA,NA,NA,NA,NA,NA,NA,"2000","iteration_5","em_recdev_3"
14311.2,3259.65,5863.63,2932.75,0.568911,0.0645649,0.103998,0.0250926,1.20593,0.715746,NA,NA,NA,NA,9.5688,0.227769,10.8793,0.17604,"2001","iteration_5","em_recdev_3"
14747.2,3587.9,6240.57,3981.87,0.482021,0.03479,0.0757328,0.00993782,1.24267,0.754907,2240.5,821.113,3402.9,828.905,NA,NA,NA,NA,"2002","iteration_5","em_recdev_3"
15367.8,3613.07,6279.72,3983.88,0.487889,0.0316871,0.0773829,0.00930086,1.29496,0.778695,2363.06,821.021,3513.97,829.677,NA,NA,NA,NA,"2003","iteration_5","em_recdev_3"
15840,3613.12,6307.75,3985.73,0.491977,0.0294923,0.0785518,0.00883631,1.33475,0.795951,2463.03,818.709,3609.26,827.713,NA,NA,NA,NA,"2004","iteration_5","em_recdev_3"
16217.1,3598.87,6329.13,3987.48,0.495034,0.0279785,0.0794362,0.00851689,1.36653,0.809546,2553.67,816.381,3701.46,825.343,NA,NA,NA,NA,"2005","iteration_5","em_recdev_3"
16579.7,3588.03,6348.91,3989.59,0.497816,0.0272397,0.080249,0.00839852,1.39709,0.823773,2646.86,815.171,3798.8,823.691,NA,NA,NA,NA,"2006","iteration_5","em_recdev_3"
16979.4,3599.83,6369.85,3992.43,0.500716,0.0276326,0.0811045,0.00860008,1.43076,0.841552,2747.92,814.678,3903.48,822.42,NA,NA,NA,NA,"2007","iteration_5","em_recdev_3"
17427.3,3653.28,6392.34,3996.04,0.503776,0.0292924,0.0820166,0.00917327,1.46851,0.86373,2856.2,813.71,4013.49,820.678,NA,NA,NA,NA,"2008","iteration_5","em_recdev_3"
17909.4,3758.28,6415.45,4000.19,0.506866,0.0319203,0.0829473,0.0100432,1.50913,0.889527,2967.95,811.448,4125.04,817.97,NA,NA,NA,NA,"2009","iteration_5","em_recdev_3"
18403.1,3909.91,6438.02,4004.58,0.509832,0.0350329,0.0838499,0.0110736,1.55074,0.917326,3078.78,807.807,4234.27,814.261,NA,NA,NA,NA,"2010","iteration_5","em_recdev_3"
18887.4,4093.01,6459.16,4008.92,0.512563,0.0382289,0.0846894,0.0121438,1.59154,0.945396,3185.01,803.065,4338.1,809.691,NA,NA,NA,NA,"2011","iteration_5","em_recdev_3"
