"model","em","iteration","model_converged","model_runtime","model_name"
"Simple","recdev_2","iteration_8","TRUE","3.48768668572108","Simple-em_recdev_2-iteration_8"
"Simple","recdev_2","iteration_9","TRUE","3.46590400139491","Simple-em_recdev_2-iteration_9"
"Simple","recdev_3","iteration_1","TRUE","6.41931888262431","Simple-em_recdev_3-iteration_1"
"Simple","recdev_3","iteration_10","TRUE","3.30298313697179","Simple-em_recdev_3-iteration_10"
"Simple","recdev_3","iteration_2","TRUE","6.9280003507932","Simple-em_recdev_3-iteration_2"
"Simple","recdev_3","iteration_3","TRUE","3.72009893258413","Simple-em_recdev_3-iteration_3"
"Simple","recdev_3","iteration_4","TRUE","3.25406088034312","Simple-em_recdev_3-iteration_4"
"Simple","recdev_3","iteration_5","TRUE","3.15018759965897","Simple-em_recdev_3-iteration_5"
"Simple","recdev_3","iteration_6","TRUE","3.09243368307749","Simple-em_recdev_3-iteration_6"
"Simple","recdev_3","iteration_7","TRUE","3.35178990364075","Simple-em_recdev_3-iteration_7"
"Simple","recdev_3","iteration_8","TRUE","3.41897449890772","Simple-em_recdev_3-iteration_8"
"Simple","recdev_3","iteration_9","TRUE","3.41211123466492","Simple-em_recdev_3-iteration_9"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_1","TRUE","9.58842731714249","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_1"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_10","TRUE","5.92116391658783","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_10"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_2","TRUE","7.38618296384811","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_2"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_3","FALSE","3.54572401444117","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_3"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_4","TRUE","6.5809458176295","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_4"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_5","TRUE","6.77605318228404","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_5"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_6","TRUE","6.09833827018738","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_6"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_7","TRUE","5.54778636693954","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_7"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_8","TRUE","6.38580596446991","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_8"
"Simple_Lorenzen_tv_trend","recdev_1","iteration_9","FALSE","13.8110656658808","Simple_Lorenzen_tv_trend-em_recdev_1-iteration_9"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_1","TRUE","8.19968965053558","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_1"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_10","TRUE","5.0514035820961","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_10"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_2","TRUE","6.17301858266195","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_2"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_3","FALSE","1.99252208471298","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_3"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_4","TRUE","6.67900956869125","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_4"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_5","TRUE","6.81094369888306","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_5"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_6","TRUE","6.62748500108719","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_6"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_7","TRUE","5.86010581652323","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_7"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_8","TRUE","5.12048148314158","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_8"
"Simple_Lorenzen_tv_trend","recdev_2","iteration_9","FALSE","19.5991080482801","Simple_Lorenzen_tv_trend-em_recdev_2-iteration_9"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_1","TRUE","10.3906885345777","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_1"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_10","TRUE","6.71310471693675","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_10"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_2","TRUE","8.4697610338529","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_2"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_3","TRUE","5.5088166475296","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_3"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_4","TRUE","4.67790329853694","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_4"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_5","TRUE","3.78557476600011","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_5"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_6","TRUE","6.69470103184382","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_6"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_7","TRUE","6.77055081923803","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_7"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_8","TRUE","6.54226895173391","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_8"
"Simple_Lorenzen_tv_trend","recdev_3","iteration_9","FALSE","8.08696358203888","Simple_Lorenzen_tv_trend-em_recdev_3-iteration_9"
"Simple_NoCPUE","recdev_1","iteration_1","TRUE","4.68357115189234","Simple_NoCPUE-em_recdev_1-iteration_1"
"Simple_NoCPUE","recdev_1","iteration_10","TRUE","3.118860967954","Simple_NoCPUE-em_recdev_1-iteration_10"
"Simple_NoCPUE","recdev_1","iteration_2","TRUE","6.49092484712601","Simple_NoCPUE-em_recdev_1-iteration_2"
"Simple_NoCPUE","recdev_1","iteration_3","TRUE","2.94048381646474","Simple_NoCPUE-em_recdev_1-iteration_3"
"Simple_NoCPUE","recdev_1","iteration_4","TRUE","2.99038795232773","Simple_NoCPUE-em_recdev_1-iteration_4"
"Simple_NoCPUE","recdev_1","iteration_5","TRUE","2.94235529899597","Simple_NoCPUE-em_recdev_1-iteration_5"
"Simple_NoCPUE","recdev_1","iteration_6","TRUE","2.87551465034485","Simple_NoCPUE-em_recdev_1-iteration_6"
"Simple_NoCPUE","recdev_1","iteration_7","TRUE","3.15748373270035","Simple_NoCPUE-em_recdev_1-iteration_7"
"Simple_NoCPUE","recdev_1","iteration_8","TRUE","3.4691212495168","Simple_NoCPUE-em_recdev_1-iteration_8"
"Simple_NoCPUE","recdev_1","iteration_9","TRUE","3.15163453420003","Simple_NoCPUE-em_recdev_1-iteration_9"
"Simple_NoCPUE","recdev_2","iteration_1","TRUE","6.75411633253097","Simple_NoCPUE-em_recdev_2-iteration_1"
"Simple_NoCPUE","recdev_2","iteration_10","TRUE","2.96625261704127","Simple_NoCPUE-em_recdev_2-iteration_10"
"Simple_NoCPUE","recdev_2","iteration_2","TRUE","5.29446740150452","Simple_NoCPUE-em_recdev_2-iteration_2"
"Simple_NoCPUE","recdev_2","iteration_3","TRUE","2.90250264803569","Simple_NoCPUE-em_recdev_2-iteration_3"
"Simple_NoCPUE","recdev_2","iteration_4","TRUE","3.17738655010859","Simple_NoCPUE-em_recdev_2-iteration_4"
"Simple_NoCPUE","recdev_2","iteration_5","TRUE","3.03890559673309","Simple_NoCPUE-em_recdev_2-iteration_5"
"Simple_NoCPUE","recdev_2","iteration_6","TRUE","3.18722689946493","Simple_NoCPUE-em_recdev_2-iteration_6"
"Simple_NoCPUE","recdev_2","iteration_7","TRUE","3.26845158338547","Simple_NoCPUE-em_recdev_2-iteration_7"
"Simple_NoCPUE","recdev_2","iteration_8","TRUE","3.12847484747569","Simple_NoCPUE-em_recdev_2-iteration_8"
"Simple_NoCPUE","recdev_2","iteration_9","TRUE","3.11297254959742","Simple_NoCPUE-em_recdev_2-iteration_9"
"Simple_NoCPUE","recdev_3","iteration_1","TRUE","6.27102143367132","Simple_NoCPUE-em_recdev_3-iteration_1"
"Simple_NoCPUE","recdev_3","iteration_10","TRUE","2.99458100001017","Simple_NoCPUE-em_recdev_3-iteration_10"
"Simple_NoCPUE","recdev_3","iteration_2","TRUE","5.55604969660441","Simple_NoCPUE-em_recdev_3-iteration_2"
"Simple_NoCPUE","recdev_3","iteration_3","TRUE","2.69143331448237","Simple_NoCPUE-em_recdev_3-iteration_3"
"Simple_NoCPUE","recdev_3","iteration_4","TRUE","2.93225634892782","Simple_NoCPUE-em_recdev_3-iteration_4"
"Simple_NoCPUE","recdev_3","iteration_5","TRUE","3.1277069846789","Simple_NoCPUE-em_recdev_3-iteration_5"
"Simple_NoCPUE","recdev_3","iteration_6","TRUE","3.00599181652069","Simple_NoCPUE-em_recdev_3-iteration_6"
"Simple_NoCPUE","recdev_3","iteration_7","TRUE","3.0569828192393","Simple_NoCPUE-em_recdev_3-iteration_7"
"Simple_NoCPUE","recdev_3","iteration_8","TRUE","3.01580601533254","Simple_NoCPUE-em_recdev_3-iteration_8"
"Simple_NoCPUE","recdev_3","iteration_9","TRUE","2.96071276664734","Simple_NoCPUE-em_recdev_3-iteration_9"
"Simple_with_Discard","recdev_1","iteration_1","TRUE","8.11600996653239","Simple_with_Discard-em_recdev_1-iteration_1"
"Simple_with_Discard","recdev_1","iteration_10","TRUE","4.58139456510544","Simple_with_Discard-em_recdev_1-iteration_10"
"Simple_with_Discard","recdev_1","iteration_2","TRUE","7.54960398276647","Simple_with_Discard-em_recdev_1-iteration_2"
"Simple_with_Discard","recdev_1","iteration_3","TRUE","4.17052485148112","Simple_with_Discard-em_recdev_1-iteration_3"
"Simple_with_Discard","recdev_1","iteration_4","TRUE","3.6485102335612","Simple_with_Discard-em_recdev_1-iteration_4"
"Simple_with_Discard","recdev_1","iteration_5","TRUE","4.10199095010757","Simple_with_Discard-em_recdev_1-iteration_5"
"Simple_with_Discard","recdev_1","iteration_6","TRUE","4.09933234850566","Simple_with_Discard-em_recdev_1-iteration_6"
"Simple_with_Discard","recdev_1","iteration_7","TRUE","4.16443099975586","Simple_with_Discard-em_recdev_1-iteration_7"
"Simple_with_Discard","recdev_1","iteration_8","TRUE","4.17698673009872","Simple_with_Discard-em_recdev_1-iteration_8"
"Simple_with_Discard","recdev_1","iteration_9","TRUE","3.97670581738154","Simple_with_Discard-em_recdev_1-iteration_9"
"Simple_with_Discard","recdev_2","iteration_1","TRUE","6.79185070196788","Simple_with_Discard-em_recdev_2-iteration_1"
"Simple_with_Discard","recdev_2","iteration_10","TRUE","4.83508381446203","Simple_with_Discard-em_recdev_2-iteration_10"
"Simple_with_Discard","recdev_2","iteration_2","TRUE","8.06600556373596","Simple_with_Discard-em_recdev_2-iteration_2"
"Simple_with_Discard","recdev_2","iteration_3","TRUE","4.39246863524119","Simple_with_Discard-em_recdev_2-iteration_3"
"Simple_with_Discard","recdev_2","iteration_4","TRUE","3.95431640148163","Simple_with_Discard-em_recdev_2-iteration_4"
"Simple_with_Discard","recdev_2","iteration_5","TRUE","3.88951870203018","Simple_with_Discard-em_recdev_2-iteration_5"
"Simple_with_Discard","recdev_2","iteration_6","TRUE","3.58130323489507","Simple_with_Discard-em_recdev_2-iteration_6"
"Simple_with_Discard","recdev_2","iteration_7","TRUE","4.34996670087179","Simple_with_Discard-em_recdev_2-iteration_7"
"Simple_with_Discard","recdev_2","iteration_8","TRUE","4.31351898511251","Simple_with_Discard-em_recdev_2-iteration_8"
"Simple_with_Discard","recdev_2","iteration_9","TRUE","4.38147439956665","Simple_with_Discard-em_recdev_2-iteration_9"
"Simple_with_Discard","recdev_3","iteration_1","TRUE","7.63154764970144","Simple_with_Discard-em_recdev_3-iteration_1"
"Simple_with_Discard","recdev_3","iteration_10","TRUE","3.87612121502558","Simple_with_Discard-em_recdev_3-iteration_10"
"Simple_with_Discard","recdev_3","iteration_2","TRUE","8.44581128358841","Simple_with_Discard-em_recdev_3-iteration_2"
"Simple_with_Discard","recdev_3","iteration_3","TRUE","4.68803639809291","Simple_with_Discard-em_recdev_3-iteration_3"
"Simple_with_Discard","recdev_3","iteration_4","TRUE","3.98746661742528","Simple_with_Discard-em_recdev_3-iteration_4"
"Simple_with_Discard","recdev_3","iteration_5","TRUE","4.09988839626312","Simple_with_Discard-em_recdev_3-iteration_5"
"Simple_with_Discard","recdev_3","iteration_6","TRUE","4.01043559710185","Simple_with_Discard-em_recdev_3-iteration_6"
"Simple_with_Discard","recdev_3","iteration_7","TRUE","3.54588136672974","Simple_with_Discard-em_recdev_3-iteration_7"
"Simple_with_Discard","recdev_3","iteration_8","TRUE","4.29992368221283","Simple_with_Discard-em_recdev_3-iteration_8"
"Simple_with_Discard","recdev_3","iteration_9","TRUE","4.39204611778259","Simple_with_Discard-em_recdev_3-iteration_9"
"Simple_with_DM_sizefreq","recdev_1","iteration_1","TRUE","21.4948147972425","Simple_with_DM_sizefreq-em_recdev_1-iteration_1"
"Simple_with_DM_sizefreq","recdev_1","iteration_10","TRUE","11.9048479159673","Simple_with_DM_sizefreq-em_recdev_1-iteration_10"
"Simple_with_DM_sizefreq","recdev_1","iteration_2","TRUE","12.663560116291","Simple_with_DM_sizefreq-em_recdev_1-iteration_2"
"Simple_with_DM_sizefreq","recdev_1","iteration_3","TRUE","8.57699756622315","Simple_with_DM_sizefreq-em_recdev_1-iteration_3"
"Simple_with_DM_sizefreq","recdev_1","iteration_4","TRUE","16.2059434493383","Simple_with_DM_sizefreq-em_recdev_1-iteration_4"
"Simple_with_DM_sizefreq","recdev_1","iteration_5","TRUE","14.5727124849955","Simple_with_DM_sizefreq-em_recdev_1-iteration_5"
"Simple_with_DM_sizefreq","recdev_1","iteration_6","TRUE","10.2852958520253","Simple_with_DM_sizefreq-em_recdev_1-iteration_6"
"Simple_with_DM_sizefreq","recdev_1","iteration_7","TRUE","9.04306803544362","Simple_with_DM_sizefreq-em_recdev_1-iteration_7"
"Simple_with_DM_sizefreq","recdev_1","iteration_8","TRUE","7.95795888503393","Simple_with_DM_sizefreq-em_recdev_1-iteration_8"
"Simple_with_DM_sizefreq","recdev_1","iteration_9","TRUE","8.43132040103277","Simple_with_DM_sizefreq-em_recdev_1-iteration_9"
"Simple_with_DM_sizefreq","recdev_2","iteration_1","TRUE","22.9796862681707","Simple_with_DM_sizefreq-em_recdev_2-iteration_1"
"Simple_with_DM_sizefreq","recdev_2","iteration_10","TRUE","13.7708650986354","Simple_with_DM_sizefreq-em_recdev_2-iteration_10"
"Simple_with_DM_sizefreq","recdev_2","iteration_2","TRUE","12.9033060828845","Simple_with_DM_sizefreq-em_recdev_2-iteration_2"
"Simple_with_DM_sizefreq","recdev_2","iteration_3","TRUE","7.94863718350728","Simple_with_DM_sizefreq-em_recdev_2-iteration_3"
"Simple_with_DM_sizefreq","recdev_2","iteration_4","TRUE","8.30445826848348","Simple_with_DM_sizefreq-em_recdev_2-iteration_4"
"Simple_with_DM_sizefreq","recdev_2","iteration_5","TRUE","15.7448587814967","Simple_with_DM_sizefreq-em_recdev_2-iteration_5"
"Simple_with_DM_sizefreq","recdev_2","iteration_6","TRUE","14.6337230682373","Simple_with_DM_sizefreq-em_recdev_2-iteration_6"
"Simple_with_DM_sizefreq","recdev_2","iteration_8","TRUE","10.4382744153341","Simple_with_DM_sizefreq-em_recdev_2-iteration_8"
"Simple_with_DM_sizefreq","recdev_2","iteration_9","TRUE","9.58834498325984","Simple_with_DM_sizefreq-em_recdev_2-iteration_9"
"Simple_with_DM_sizefreq","recdev_3","iteration_1","TRUE","11.9095015009244","Simple_with_DM_sizefreq-em_recdev_3-iteration_1"
"Simple_with_DM_sizefreq","recdev_3","iteration_10","TRUE","8.29169784784317","Simple_with_DM_sizefreq-em_recdev_3-iteration_10"
"Simple_with_DM_sizefreq","recdev_3","iteration_2","TRUE","23.8847823143005","Simple_with_DM_sizefreq-em_recdev_3-iteration_2"
"Simple_with_DM_sizefreq","recdev_3","iteration_3","TRUE","11.7319249669711","Simple_with_DM_sizefreq-em_recdev_3-iteration_3"
"Simple_with_DM_sizefreq","recdev_3","iteration_4","TRUE","9.7268270333608","Simple_with_DM_sizefreq-em_recdev_3-iteration_4"
"Simple_with_DM_sizefreq","recdev_3","iteration_5","TRUE","9.00890993277232","Simple_with_DM_sizefreq-em_recdev_3-iteration_5"
"Simple_with_DM_sizefreq","recdev_3","iteration_6","TRUE","8.56562730073929","Simple_with_DM_sizefreq-em_recdev_3-iteration_6"
"Simple_with_DM_sizefreq","recdev_3","iteration_7","TRUE","8.4147462328275","Simple_with_DM_sizefreq-em_recdev_3-iteration_7"
"Simple_with_DM_sizefreq","recdev_3","iteration_8","TRUE","14.7220770001411","Simple_with_DM_sizefreq-em_recdev_3-iteration_8"
"Simple_with_DM_sizefreq","recdev_3","iteration_9","TRUE","14.6525221506755","Simple_with_DM_sizefreq-em_recdev_3-iteration_9"
"Spinydogfish_2011","recdev_1","iteration_1","TRUE","14.7791453003883","Spinydogfish_2011-em_recdev_1-iteration_1"
"Spinydogfish_2011","recdev_1","iteration_10","TRUE","10.7659710685412","Spinydogfish_2011-em_recdev_1-iteration_10"
"Spinydogfish_2011","recdev_1","iteration_2","TRUE","11.2388473828634","Spinydogfish_2011-em_recdev_1-iteration_2"
"Spinydogfish_2011","recdev_1","iteration_3","TRUE","20.046584713459","Spinydogfish_2011-em_recdev_1-iteration_3"
"Spinydogfish_2011","recdev_1","iteration_4","TRUE","16.4362411657969","Spinydogfish_2011-em_recdev_1-iteration_4"
"Spinydogfish_2011","recdev_1","iteration_5","TRUE","11.4508843859037","Spinydogfish_2011-em_recdev_1-iteration_5"
"Spinydogfish_2011","recdev_1","iteration_6","TRUE","10.0878250519435","Spinydogfish_2011-em_recdev_1-iteration_6"
"Spinydogfish_2011","recdev_1","iteration_7","TRUE","9.76779791911443","Spinydogfish_2011-em_recdev_1-iteration_7"
"Spinydogfish_2011","recdev_1","iteration_8","TRUE","9.10445223251978","Spinydogfish_2011-em_recdev_1-iteration_8"
"Spinydogfish_2011","recdev_1","iteration_9","TRUE","20.2516839027405","Spinydogfish_2011-em_recdev_1-iteration_9"
"Spinydogfish_2011","recdev_2","iteration_1","TRUE","17.9875002503395","Spinydogfish_2011-em_recdev_2-iteration_1"
"Spinydogfish_2011","recdev_2","iteration_10","TRUE","11.1991594473521","Spinydogfish_2011-em_recdev_2-iteration_10"
"Spinydogfish_2011","recdev_2","iteration_2","TRUE","11.2198861837387","Spinydogfish_2011-em_recdev_2-iteration_2"
"Spinydogfish_2011","recdev_2","iteration_3","TRUE","9.73502368529638","Spinydogfish_2011-em_recdev_2-iteration_3"
"Spinydogfish_2011","recdev_2","iteration_4","TRUE","9.20492356618245","Spinydogfish_2011-em_recdev_2-iteration_4"
"Spinydogfish_2011","recdev_2","iteration_5","TRUE","20.5301369667053","Spinydogfish_2011-em_recdev_2-iteration_5"
"Spinydogfish_2011","recdev_2","iteration_6","TRUE","15.7069884022077","Spinydogfish_2011-em_recdev_2-iteration_6"
"Spinydogfish_2011","recdev_2","iteration_7","TRUE","10.9562456488609","Spinydogfish_2011-em_recdev_2-iteration_7"
"Spinydogfish_2011","recdev_2","iteration_8","TRUE","10.6311324477196","Spinydogfish_2011-em_recdev_2-iteration_8"
"Spinydogfish_2011","recdev_2","iteration_9","TRUE","9.78705628315608","Spinydogfish_2011-em_recdev_2-iteration_9"
"Spinydogfish_2011","recdev_3","iteration_1","TRUE","22.760142882665","Spinydogfish_2011-em_recdev_3-iteration_1"
"Spinydogfish_2011","recdev_3","iteration_10","TRUE","15.5589763005575","Spinydogfish_2011-em_recdev_3-iteration_10"
"Spinydogfish_2011","recdev_3","iteration_2","TRUE","12.6945329825083","Spinydogfish_2011-em_recdev_3-iteration_2"
"Spinydogfish_2011","recdev_3","iteration_3","TRUE","10.0906730850538","Spinydogfish_2011-em_recdev_3-iteration_3"
"Spinydogfish_2011","recdev_3","iteration_4","TRUE","9.55730264981588","Spinydogfish_2011-em_recdev_3-iteration_4"
"Spinydogfish_2011","recdev_3","iteration_5","TRUE","9.3877001841863","Spinydogfish_2011-em_recdev_3-iteration_5"
"Spinydogfish_2011","recdev_3","iteration_6","TRUE","20.4847488005956","Spinydogfish_2011-em_recdev_3-iteration_6"
"Spinydogfish_2011","recdev_3","iteration_7","TRUE","15.5595046679179","Spinydogfish_2011-em_recdev_3-iteration_7"
"Spinydogfish_2011","recdev_3","iteration_8","TRUE","11.6489967823029","Spinydogfish_2011-em_recdev_3-iteration_8"
"Spinydogfish_2011","recdev_3","iteration_9","TRUE","10.61398118337","Spinydogfish_2011-em_recdev_3-iteration_9"
"tagging_mirrored_sel","recdev_1","iteration_1","TRUE","4.58502666552862","tagging_mirrored_sel-em_recdev_1-iteration_1"
"tagging_mirrored_sel","recdev_1","iteration_10","TRUE","3.26159718434016","tagging_mirrored_sel-em_recdev_1-iteration_10"
"tagging_mirrored_sel","recdev_1","iteration_2","TRUE","10.1373402317365","tagging_mirrored_sel-em_recdev_1-iteration_2"
"tagging_mirrored_sel","recdev_1","iteration_3","TRUE","6.45642824967702","tagging_mirrored_sel-em_recdev_1-iteration_3"
"tagging_mirrored_sel","recdev_1","iteration_4","TRUE","5.96093038320541","tagging_mirrored_sel-em_recdev_1-iteration_4"
"tagging_mirrored_sel","recdev_1","iteration_5","TRUE","5.79798196554184","tagging_mirrored_sel-em_recdev_1-iteration_5"
"tagging_mirrored_sel","recdev_1","iteration_6","TRUE","5.14265391429265","tagging_mirrored_sel-em_recdev_1-iteration_6"
"tagging_mirrored_sel","recdev_1","iteration_7","TRUE","4.12249120076497","tagging_mirrored_sel-em_recdev_1-iteration_7"
"tagging_mirrored_sel","recdev_1","iteration_8","TRUE","6.75435596704483","tagging_mirrored_sel-em_recdev_1-iteration_8"
"tagging_mirrored_sel","recdev_1","iteration_9","TRUE","6.75056959788005","tagging_mirrored_sel-em_recdev_1-iteration_9"
"tagging_mirrored_sel","recdev_2","iteration_1","TRUE","8.58348381519318","tagging_mirrored_sel-em_recdev_2-iteration_1"
"tagging_mirrored_sel","recdev_2","iteration_10","TRUE","5.8717099348704","tagging_mirrored_sel-em_recdev_2-iteration_10"
"tagging_mirrored_sel","recdev_2","iteration_2","TRUE","7.085693248113","tagging_mirrored_sel-em_recdev_2-iteration_2"
"tagging_mirrored_sel","recdev_2","iteration_3","TRUE","6.84242741664251","tagging_mirrored_sel-em_recdev_2-iteration_3"
"tagging_mirrored_sel","recdev_2","iteration_4","TRUE","6.39173924922943","tagging_mirrored_sel-em_recdev_2-iteration_4"
"tagging_mirrored_sel","recdev_2","iteration_5","TRUE","6.4778257171313","tagging_mirrored_sel-em_recdev_2-iteration_5"
"tagging_mirrored_sel","recdev_2","iteration_6","TRUE","5.75720369815826","tagging_mirrored_sel-em_recdev_2-iteration_6"
"tagging_mirrored_sel","recdev_2","iteration_7","TRUE","5.178600080808","tagging_mirrored_sel-em_recdev_2-iteration_7"
"tagging_mirrored_sel","recdev_2","iteration_8","TRUE","4.98733673493067","tagging_mirrored_sel-em_recdev_2-iteration_8"
"tagging_mirrored_sel","recdev_2","iteration_9","TRUE","6.5982010324796","tagging_mirrored_sel-em_recdev_2-iteration_9"
"tagging_mirrored_sel","recdev_3","iteration_1","TRUE","10.4444269140561","tagging_mirrored_sel-em_recdev_3-iteration_1"
"tagging_mirrored_sel","recdev_3","iteration_10","TRUE","6.39522091547648","tagging_mirrored_sel-em_recdev_3-iteration_10"
"tagging_mirrored_sel","recdev_3","iteration_2","TRUE","7.54222021897634","tagging_mirrored_sel-em_recdev_3-iteration_2"
"tagging_mirrored_sel","recdev_3","iteration_3","TRUE","5.04007978439331","tagging_mirrored_sel-em_recdev_3-iteration_3"
"tagging_mirrored_sel","recdev_3","iteration_4","TRUE","4.06025278170904","tagging_mirrored_sel-em_recdev_3-iteration_4"
"tagging_mirrored_sel","recdev_3","iteration_5","TRUE","6.91583609978358","tagging_mirrored_sel-em_recdev_3-iteration_5"
"tagging_mirrored_sel","recdev_3","iteration_6","TRUE","6.47014549970627","tagging_mirrored_sel-em_recdev_3-iteration_6"
"tagging_mirrored_sel","recdev_3","iteration_7","TRUE","6.08213983376821","tagging_mirrored_sel-em_recdev_3-iteration_7"
"tagging_mirrored_sel","recdev_3","iteration_8","TRUE","5.86841423114141","tagging_mirrored_sel-em_recdev_3-iteration_8"
"tagging_mirrored_sel","recdev_3","iteration_9","TRUE","5.24072596629461","tagging_mirrored_sel-em_recdev_3-iteration_9"
"three_area_nomove","recdev_1","iteration_1","TRUE","11.8946718335152","three_area_nomove-em_recdev_1-iteration_1"
"three_area_nomove","recdev_1","iteration_10","TRUE","6.86325128475825","three_area_nomove-em_recdev_1-iteration_10"
"three_area_nomove","recdev_1","iteration_2","TRUE","10.0249236345291","three_area_nomove-em_recdev_1-iteration_2"
"three_area_nomove","recdev_1","iteration_3","TRUE","5.63517453670502","three_area_nomove-em_recdev_1-iteration_3"
"three_area_nomove","recdev_1","iteration_4","TRUE","4.45946040153503","three_area_nomove-em_recdev_1-iteration_4"
"three_area_nomove","recdev_1","iteration_5","TRUE","3.82298506895701","three_area_nomove-em_recdev_1-iteration_5"
"three_area_nomove","recdev_1","iteration_6","TRUE","7.00072751839956","three_area_nomove-em_recdev_1-iteration_6"
"three_area_nomove","recdev_1","iteration_7","TRUE","6.97994498411814","three_area_nomove-em_recdev_1-iteration_7"
"three_area_nomove","recdev_1","iteration_8","TRUE","6.43879389762878","three_area_nomove-em_recdev_1-iteration_8"
"three_area_nomove","recdev_1","iteration_9","TRUE","6.25100322961807","three_area_nomove-em_recdev_1-iteration_9"
"three_area_nomove","recdev_2","iteration_1","TRUE","8.84081353346507","three_area_nomove-em_recdev_2-iteration_1"
"three_area_nomove","recdev_2","iteration_10","TRUE","4.36711853345235","three_area_nomove-em_recdev_2-iteration_10"
"three_area_nomove","recdev_2","iteration_2","TRUE","13.0557098348935","three_area_nomove-em_recdev_2-iteration_2"
"three_area_nomove","recdev_2","iteration_3","TRUE","6.63051733175914","three_area_nomove-em_recdev_2-iteration_3"
"three_area_nomove","recdev_2","iteration_4","TRUE","6.23920091787974","three_area_nomove-em_recdev_2-iteration_4"
"three_area_nomove","recdev_2","iteration_5","TRUE","5.43865308364232","three_area_nomove-em_recdev_2-iteration_5"
"three_area_nomove","recdev_2","iteration_6","TRUE","5.14908013343811","three_area_nomove-em_recdev_2-iteration_6"
"three_area_nomove","recdev_2","iteration_7","TRUE","7.02394726673762","three_area_nomove-em_recdev_2-iteration_7"
"three_area_nomove","recdev_2","iteration_8","TRUE","6.91486990054448","three_area_nomove-em_recdev_2-iteration_8"
"three_area_nomove","recdev_2","iteration_9","TRUE","6.62559106747309","three_area_nomove-em_recdev_2-iteration_9"
"three_area_nomove","recdev_3","iteration_1","TRUE","9.57618166605632","three_area_nomove-em_recdev_3-iteration_1"
"three_area_nomove","recdev_3","iteration_10","TRUE","5.36540224949519","three_area_nomove-em_recdev_3-iteration_10"
"three_area_nomove","recdev_3","iteration_2","TRUE","6.58363786538442","three_area_nomove-em_recdev_3-iteration_2"
"three_area_nomove","recdev_3","iteration_3","TRUE","6.88322878281275","three_area_nomove-em_recdev_3-iteration_3"
"three_area_nomove","recdev_3","iteration_4","TRUE","6.96846801439921","three_area_nomove-em_recdev_3-iteration_4"
"three_area_nomove","recdev_3","iteration_5","TRUE","6.72811371485392","three_area_nomove-em_recdev_3-iteration_5"
